name classification filter ra_flare_median dec_flare_median ra_flare_var dec_flare_var ra_host dec_host offset_mean offset_median offset_wmean sig n_obs flare_peak_mag
90 "SN Ib" g 218.70164835 8.294531844307432 4.3812383928001235e-09 6.163535714163957e-10 218.7015623 8.294448544307434 0.39528625248115884 0.3735787579391635 0.41167867355871735 2.011133360262328 8.0 19.0789
91 "SN Ib" r 218.7016211 8.489168603686073 7.574914103730563e-10 3.61179230759293e-10 218.7015288 8.489091703686073 0.3839500353169059 0.4020234619648448 0.3863304114094481 1.903342006734445 13.0 18.925
99 "SN Ia" r 129.6421733 34.25237190486396 1.9587509090876154e-09 2.1733125454846326e-09 129.6421787 34.25225970486397 0.39953898618370876 0.39024149444383416 0.40757699206304987 1.6583028022034745 11.0 19.0073
100 AGN g 234.71622925 0.5786070694671487 1.7197576252932311e-09 6.370733333333286e-10 234.7162214 0.5786542694671487 0.19588054052522827 0.1722539810877924 0.19670419916933554 0.8660635747970867 16.0 18.9206
101 AGN r 234.7162382 0.10119844244645419 7.699989048327008e-10 9.250209047619071e-10 234.7162122 0.10123104244645419 0.1453531858405181 0.15011438836457316 0.14937213806288493 0.7102472559922435 21.0 18.9902
104 AGN g 235.62040185 -4.807992118100359 1.804608398592039e-09 1.4107418300707303e-09 235.6203507 -4.80799511810036 0.10662199584624878 0.13580460226046576 0.10031572243064693 0.5158139153433176 18.0 19.4986
105 AGN r 235.6203689 -5.708824507306883 2.149337778158709e-09 6.281769444530113e-10 235.6203507 -5.708802107306883 0.1127426805009681 0.10390226176380292 0.11413725792117596 0.5892931039365735 9.0 19.293
106 AGN g 162.9220628 -10.015332320828206 7.721457142469085e-10 1.3493935714108459e-09 162.9219916 -10.015323370828206 0.27488241062841706 0.25833712622920263 0.27287961130241056 1.3356567779809352 8.0 19.1938
107 AGN g 157.3930923 -21.743022695692314 1.2950135714828931e-09 1.272409821407603e-09 157.393071 -21.74301094569232 0.09197987894304235 0.08757346862520315 0.08958592612638515 0.45346468328351885 8.0 19.3397
121 AGN r 232.1947664 36.7352952181409 4.239792652868256e-09 2.099378277591579e-09 232.194662 36.7353770181409 0.4893193384268868 0.4774664134809394 0.49190241128867634 2.4114886400710724 82.0 19.4316
123 "SN Ia" r 189.92988085000002 31.128443221284826 2.9358168882367838e-09 1.339264272738246e-09 189.9299127 31.128464221284826 0.05394481639441458 0.06505873342152205 0.05474638112835003 0.21734042515371996 66.0 19.4545
128 "SN Ia" g 210.2261103 46.32824479762616 1.107635777463201e-08 1.6221465337726002e-09 210.2259963 46.328169697626166 0.4917350636232543 0.4914495798987287 0.4520170787242802 1.9634537935350906 43.0 18.6485
129 "SN Ia" r 210.2260978 46.29793904279087 2.9359478696243126e-09 1.1741203047289191e-09 210.2260148 46.29785974279088 0.4271672922896867 0.4132556961116869 0.4253949079531946 2.0580443999814135 87.0 18.0155
133 None r 219.3657017 7.414219893864505 8.528849999668331e-10 2.2258561111080604e-09 219.365624 7.414193893864505 0.2564359319676872 0.2949648087191998 0.2618153300841678 1.1326449080221697 9.0 18.6545
136 AGN g 338.65857295 -9.263823500330295 4.603377974267036e-09 1.704312741935065e-09 338.6585758 -9.263794550330294 0.10273285703082458 0.10472380817648827 0.10018918351876435 0.46850775874290806 32.0 19.0108
137 AGN r 338.65858485 -8.992340200847341 8.321341844352771e-10 3.7136010526035e-10 338.6585724 -8.99232145084734 0.06670382523419281 0.08102519605178565 0.0649927370880186 0.3513031910888437 20.0 19.1689
144 "SN Ia" g 334.79032625 5.707739863102436 1.9989696446033946e-10 4.3353142857319276e-10 334.7903253 5.707758863102437 0.07140093437984592 0.10271961455346473 0.07299856228948484 0.4308657919216725 8.0 18.7345
145 None r 220.8561625 42.918286597260135 1.1684705455012328e-09 4.535425454496182e-10 220.8560749 42.91835869726014 0.3469207814314173 0.3100486284800988 0.3343604515705033 1.2326018704210076 11.0 19.0268
148 "SN Ia" g 273.32723015 43.17408336621835 6.469307221910761e-09 2.0584778889148764e-09 273.3271493 43.17405321621834 0.3492098609872167 0.3106394296287316 0.29532769419380983 1.318130912261504 10.0 18.7071
149 "SN Ia" r 273.3272469 43.16832633247392 7.38767899993234e-10 1.883019333388223e-10 273.3271493 43.16829173247392 0.46295036104024273 0.4432358829104183 0.4571810878377651 2.04052832236189 25.0 17.7572
150 AGN g 5.3746257 16.20792898586336 4.7325441006912305e-09 2.0705894248713335e-09 5.3745907 16.20793508586336 0.038413666751684256 0.10592690309980385 0.04305189789455166 0.17458042644098823 115.0 19.3165
151 AGN r 5.3746179 16.164887103098295 4.218596992332376e-09 1.8930788965510873e-09 5.3745949 16.164909403098296 0.10539232498950486 0.10623477397087286 0.10288718416646157 0.42844149213055166 145.0 19.4283
157 None r 240.59158954999998 30.689253905178212 3.631652754044335e-09 2.6974351538567505e-09 240.5915742 30.68917965517821 0.19221871400560248 0.21636823612188402 0.19533008049605163 0.8641418819813736 26.0 19.4319
163 "SN Ia" r 209.5620062 24.254570962557974 3.9753838098879126e-10 2.630245714331982e-10 209.562028 24.254588462557972 0.09945547006917664 0.10063851345623052 0.09560014631077275 0.40235666858284286 15.0 18.85
165 AGN r 238.2497871 21.24042915130423 2.2151810098450152e-09 2.502459630512102e-09 238.2497428 21.24047875130423 0.27930678203712167 0.23941082678781145 0.2862187259276363 1.3854957753027592 29.0 19.0338
166 AGN g 300.23673529999996 -18.11826584433963 1.3559638341450207e-09 1.514033624990644e-09 300.2367111 -18.118250594339628 0.11651030339936379 0.10297526114681863 0.11427180640383282 0.6415380021577254 16.0 18.8696
167 AGN g 238.99460575 6.151160439585968 1.3444876249551633e-09 8.150225000009844e-10 238.9945357 6.151223489585968 0.3551334063146769 0.33928553286171204 0.35354742436249925 1.4594212781570923 16.0 19.4332
171 None r 265.9821226 50.31680220804593 2.300917353081842e-09 7.657131617852429e-10 265.9821345 50.316879708045924 0.3039784833334162 0.2822698453183435 0.2969463402262967 1.1935335259779352 17.0 19.4645
174 None r 0.11343249999999999 34.563094196365924 2.6270454907539643e-09 2.6463305334076685e-09 0.1134164 34.56311539636593 0.08101203511828371 0.0958337310211405 0.08356035746662362 0.3999051152433132 38.0 19.2528
175 AGN g 255.8755692 31.32917488046564 3.402680525723724e-09 8.007845645687343e-10 255.8755342 31.32920818046564 0.19487005938756272 0.17391726307575392 0.2019831462965293 0.9038671537496066 37.0 19.3322
178 AGN g 182.4351337 -5.5559058708035405 1.5519811857810467e-09 1.8619078656127433e-09 182.4351593 -5.555928870803541 0.08952835101399559 0.12181625508894595 0.09168305915142584 0.3960991886599273 23.0 19.3286
179 AGN r 182.4351532 -6.135661645470698 1.58282666656289e-09 2.00265155556146e-09 182.4351217 -6.135703045470697 0.16933085153159622 0.1776403028526131 0.1691464474388444 0.8782119439475122 10.0 19.42
181 None g 155.5808739 40.985723768459785 1.2823802777835086e-09 1.1989449999374194e-09 155.5808284 40.985660468459784 0.21379200733833503 0.28064164765738714 0.1923760441972581 0.7322172501171067 9.0 19.335
182 AGN g 218.9308188 3.1356163838841202 1.674190293874743e-09 7.788194117649841e-10 218.93081095000002 3.1356279338841206 0.07917388464293079 0.057808871274183105 0.08419969688531902 0.38162937650260104 17.0 19.2641
184 AGN g 188.3173131 -10.538230507019664 2.9699288904139194e-10 2.1959004444317e-09 188.3172509 -10.538224057019663 0.21292416001255712 0.22512071162722694 0.21007994148575734 0.8345949900351413 10.0 19.2202
185 AGN r 188.31729230000002 -10.565656528267573 5.171756060605845e-09 1.3753587878706337e-09 188.317315 -10.565623878267573 0.15625014945440646 0.14315659258688423 0.15699213024702377 0.7060563258530553 12.0 19.4211
190 "SN Ia" r 284.9579938 34.56631931959235 5.809608330398126e-10 1.3770363637959187e-10 284.958065 34.56627846959235 0.254473229454428 0.2585111471341501 0.2687091306841764 1.4050035866613058 12.0 17.7076
192 AGN r 213.60803435 17.831487930979243 2.2591847089207127e-09 1.2645654497458485e-09 213.6079712 17.83155008097924 0.31836681952189994 0.2804551343494211 0.3149395242866174 1.3255002496031685 28.0 19.4864
194 None r 185.9333892 35.767624411017884 3.374266908804296e-09 5.711343636291169e-09 185.933387 35.76757011101788 0.1447250215212553 0.1956403762061708 0.12098722787161394 0.5105155013353279 11.0 19.2765
197 AGN g 216.8105233 -20.05612528502125 3.5339263228954657e-09 1.874215655919554e-09 216.8105481 -20.05605958502125 0.16834186685096084 0.1596164653331176 0.16675601729070152 0.7014872514029042 31.0 19.3941
200 "SN Ia" g 165.2970706 12.845290934270068 1.8841854549861686e-10 4.405805454545815e-10 165.2971399 12.845298134270069 0.421159129616997 0.42423903636343846 0.4207105690804676 3.7629497252661865 11.0 16.3835
201 "SN Ia" r 165.2970869 13.37745959475201 5.839428566449925e-11 8.219142857266307e-11 165.2971399 13.377462344752008 0.1933810797061571 0.19105666691403608 0.19326352359525845 1.7286015053205295 8.0 16.3566
202 None r 135.24546005000002 35.832461572229285 1.385815535751633e-09 1.9865012499242527e-09 135.2455319 35.83248442222928 0.3093083110051967 0.23370031578966502 0.31733852380532696 1.1565340647075348 8.0 19.3011
206 "SN Ia" r 167.45286735 0.903166697396955 9.949263638328647e-10 1.097172424240701e-09 167.4528578 0.903275947396955 0.4348410744173454 0.430634830455769 0.4281799029865669 2.176378612524179 12.0 18.1445
215 AGN g 132.2925479 38.274956825649504 3.808507142890875e-09 1.0176389901308296e-09 132.2925418 38.2749461256495 0.07239719241032103 0.05600401414123202 0.07697967149867375 0.406856170156886 29.0 19.2092
221 None r 105.09892015 21.468716577124468 2.8998759998457396e-09 1.5336742916718675e-09 105.0989241 21.468669177124468 0.16928408033618023 0.17100454730703743 0.16851714114295102 0.730758609593449 16.0 19.3405
224 AGN g 185.363421 -5.494178505407205 4.805570640750629e-09 4.226319358988827e-09 185.3633736 -5.494187405407205 0.1393245795518428 0.1736219202740518 0.15879600356694412 0.6680598057024499 13.0 19.1826
225 AGN g 178.9486234 1.3508649290017334 4.411845882714457e-09 2.92283790849687e-09 178.9485456 1.3509042790017336 0.31403939882762627 0.31386679025983744 0.31891745822213613 1.7163303183208634 18.0 19.0146
229 None r 139.43538089999998 -16.228134375506826 1.8231716666386761e-09 4.782015360067152e-09 139.4354036 -16.228098125506826 0.09673198018637026 0.10233660927338283 0.10058071570309599 0.39054370673772326 42.0 19.3417
230 None r 200.6083951 4.614731568963405 2.1919743589665886e-09 1.1674825641070372e-09 200.6084506 4.614780368963405 0.2505735213645744 0.2660516912236129 0.24693229571134212 1.237924304736044 13.0 19.1176
232 AGN g 159.6826609 -3.2535014905347515 9.18371858942703e-09 3.8522619230762e-09 159.6826702 -3.2534679905347508 0.09004680912009018 0.12516097793358072 0.08041658084032303 0.3882097517275042 13.0 19.0446
235 AGN g 200.5070716 -1.5143019184422155 4.6214572609955165e-09 4.052907109244317e-09 200.5070969 -1.5142703184422155 0.1765380803870094 0.14572887154870878 0.179203976389851 0.8469299646104498 35.0 18.953
236 AGN r 200.50712965 -1.2034760117134504 3.239880000019536e-09 1.5334278079706082e-09 200.5070926 -1.2034529617134506 0.14299103479155317 0.1570856607170661 0.14870473212847302 0.7442773103927748 24.0 19.0616
243 "SN Ia" r 164.86783705 22.560064984537142 2.5017023332253116e-09 8.675222222178889e-10 164.8678511 22.56000898453714 0.09760629752627918 0.13102677135744115 0.0909914316261139 0.3560007359882801 10.0 18.9295
245 AGN r 168.48964615 20.036659162561673 4.680728430448855e-09 1.4715987896283454e-09 168.4895658 20.036690512561673 0.3403296558021402 0.31049754778245686 0.3276782174234941 1.369645177494529 44.0 19.4626
247 None r 6.6556524 6.6372976421102114 1.794632380958121e-09 1.732436000003107e-09 6.6556471 6.637245442110212 0.1665550356606792 0.1888861371296085 0.1572759881359906 0.6716974077099256 15.0 19.4315
249 None g 43.07651405 18.84361130974184 3.272977142901637e-09 5.017755357152235e-10 43.0766245 18.84359800974184 0.3733280305967405 0.4004923954369481 0.36841538083537456 1.5323216536469162 8.0 19.0687
251 "SN Ia" g 21.915291 17.966938333739233 8.02689999974558e-10 1.7686027777496908e-09 21.9153745 17.966902033739235 0.28742028598477337 0.32777678745663547 0.3079168245024687 1.223366560158258 9.0 19.1717
252 "SN Ia" r 21.9152909 17.846574614660568 1.1447840394006053e-09 5.529395566601347e-10 21.9153745 17.84656711466057 0.34210819803830556 0.3130942580127522 0.3420588681062765 1.3590143426652797 29.0 18.6474
253 None g 272.9707745 69.71448355160334 3.681586761422156e-08 5.159852614483397e-10 272.9707579 69.71452535160333 0.1751725480650061 0.17685354959457797 0.16937797003388216 0.7057814980136614 18.0 19.0695
254 None r 272.9707702 69.66210685310318 7.229984602891744e-09 8.387167592549972e-10 272.9707579 69.66216105310318 0.29765481572049834 0.34828079016689073 0.31078686143102285 1.2950185704780466 28.0 18.7696
255 None g 286.2524208 35.117652755770905 2.5268238633744134e-09 8.387953787448277e-10 286.2526225 35.11776120577091 0.7061326064085943 0.7478305744627886 0.6935959466949814 3.5733606492125563 12.0 19.4993
256 None r 286.2524588 34.545397797379614 2.657407499725096e-09 5.412800000019975e-10 286.2526225 34.54551179737962 0.5602196897178254 0.5798348467605107 0.5612112199512878 2.9185029857039813 9.0 19.3371
257 None r 322.40383705 19.023878729840487 3.5423729148130365e-10 4.0713066667102094e-10 322.4038498 19.023905129840486 0.06845889281712851 0.07519800262653686 0.06852292821144236 0.26757513418085277 16.0 19.0046
262 None g 250.40161395 59.76240676971073 3.390424999033636e-09 1.9378534443878063e-09 250.4016224 59.762453619710726 0.21738633312148498 0.119674147591049 0.22744481550266352 0.9623067837223865 10.0 19.412
263 "SN Ia" g 23.972951600000002 40.78661773905891 6.564019367822772e-09 1.3565210229631477e-09 23.9729383 40.78661568905891 0.19593087082953248 0.17677402185151553 0.18375477798946752 1.0334069474758631 30.0 18.261
264 "SN Ia" r 23.9729681 40.69359445012832 4.0876416665438106e-10 3.847362333022008e-10 23.9729383 40.693576350128325 0.11748165317328195 0.1255182217818995 0.1181221946122352 0.6642999866396757 25.0 18.7207
271 AGN g 354.4327656 -1.677092596982471 2.4921449476690993e-09 1.2092707084781336e-09 354.4327815 -1.6770791969824712 0.05395351735891782 0.0748566309517919 0.05083832881798618 0.20760599487633183 42.0 19.1462
272 AGN r 354.43276794999997 -1.5110440946153623 5.166333506045824e-09 2.323806365246068e-09 354.4327885 -1.5110306946153624 0.08538704024432496 0.10070819042226369 0.07830814830144767 0.34078757238669255 48.0 19.4574
275 "SN Ia" g 327.31714485 7.643351858107203 1.4213696411425685e-10 1.9510785713971733e-10 327.317177 7.643348708107204 0.24631425276920063 0.23450193853914775 0.2464805893365855 1.9073751411941657 8.0 18.543
279 AGN g 39.5969359 -6.195852189716898 3.4686297490480104e-09 2.764468517645113e-09 39.5969258 -6.195844489716897 0.08067312994270301 0.04982587280004323 0.08466504067876317 0.3281449380778945 51.0 19.4162
283 AGN g 330.4732115 -8.127227930444082 1.4335852565542135e-09 1.6051569230662843e-09 330.4732148 -8.127177130444084 0.12811127189946286 0.18326545991643484 0.12111635459072492 0.6017826244557926 13.0 19.1917
284 "SN II" r 30.9780896 -1.1039391646423065 1.2042977272816056e-09 1.0421397916660484e-09 30.9780718 -1.103894064642306 0.10025957253414416 0.07102591076864753 0.102336541185812 0.5169090143111807 33.0 19.1903
285 None g 19.8820423 21.335184289990146 3.106865380141925e-09 1.90661204676693e-09 19.8821153 21.335045189990147 0.40568325213702694 0.39625682580659133 0.40171234247937404 1.9090918927397598 19.0 19.4006
286 None r 19.8820616 21.42938300388313 8.600924138165158e-10 4.760956436707618e-10 19.8821153 21.42922790388313 0.5636193910221151 0.5908794394804582 0.5658573781009294 2.6762471917573163 30.0 18.9918
289 AGN g 31.68186575 -1.2527038630960248 1.1822383928554894e-09 3.553122142861818e-09 31.6818842 -1.2527373130960249 0.13439194813745797 0.1375230627908135 0.1342460425906729 0.6181834000861118 8.0 19.4707
298 "SN Ib" g 48.3451743 6.657689013448407 1.381450641113054e-09 1.1648839743565317e-09 48.34516095 6.657795463448408 0.37325540299210797 0.37938637192152913 0.3723246008693907 1.5310517802020127 13.0 19.2631
299 "SN Ib" r 48.3451931 6.932583026353877 5.820864285462088e-10 1.7651032967040507e-10 48.3451577 6.932686776353877 0.402290976474181 0.394643134486304 0.40128460733286003 1.7157203038536695 14.0 18.8074
301 AGN r 34.5141522 23.312728314578656 2.4654174935157084e-09 3.3104272597253747e-09 34.5142169 23.312775264578654 0.2971696419027087 0.2877837500563345 0.29199246809689483 1.2008429512809307 56.0 19.4464
303 None r 108.8195056 16.211378347665985 6.027044696783722e-10 5.129215151689419e-10 108.8194393 16.211331347665986 0.28798830758250415 0.2925692779475914 0.28987274020142717 1.1473872677793608 12.0 19.2303
304 AGN g 327.16079145000003 4.0291430596517825 2.308183092135351e-09 1.9075147241401052e-09 327.1607791 4.029176309651783 0.15366184845791045 0.12769017815511094 0.1465703555104677 0.8184554131414978 30.0 18.3508
305 AGN g 57.1672822 11.558610928992154 2.5763566605177505e-09 2.451234616100854e-09 57.1673049 11.558656928992155 0.18731324000931548 0.1846659643749445 0.18753689749286306 0.8178051507852585 47.0 19.3825
306 AGN r 57.167299549999996 12.387262069754755 9.561774299737662e-10 1.1710359227064859e-09 57.1673171 12.387264319754756 0.07301659107259044 0.06369711453112839 0.07346948881548993 0.3729950549709441 46.0 19.2885
310 AGN r 118.2010968 36.60074182945722 8.492146181617843e-09 4.540444727425218e-09 118.2010566 36.60076992945722 0.1357419650311264 0.17657073370740578 0.11714875119564234 0.5738703547525129 11.0 19.4827
313 None r 194.67245715 32.8688003321605 5.258533778409733e-09 3.708857888988937e-09 194.6724109 32.8688052821605 0.2149128391152053 0.16745089552901324 0.20581107059544232 1.0707032745797531 10.0 18.9435
315 "SN Ia" g 280.9355024 67.55143323155805 3.914693958929095e-09 3.129199583307201e-10 280.9354309 67.55148213155805 0.2847146711466189 0.3118410519650282 0.3071886765641201 1.42507903043259 16.0 18.3298
316 "SN Ia" r 280.93551685 67.026526809342 5.8992500651203734e-09 6.105076144149298e-10 280.9354685 67.026581609342 0.3077296638020039 0.2630898744141985 0.28492672352767806 1.5889985471669015 18.0 18.3375
325 "SN Ia" r 78.2226076 10.171602576178877 4.631222181939305e-09 1.113724909079203e-09 78.2225998 10.171620576178878 0.08311393593907619 0.0706224213797232 0.0935000163172681 0.38528122867260073 11.0 19.0139
326 AGN g 262.2138839 17.69129659415263 1.4865323718610954e-09 1.233207114618157e-09 262.2138797 17.69133099415263 0.12706587967566446 0.12475960884073824 0.1275028737002928 0.5312920516359831 23.0 19.1701
327 AGN r 262.2138693 16.94635141431208 1.3037400573705642e-09 3.020663172444578e-09 262.2138868 16.94641726431208 0.28801091705162885 0.24528849056434976 0.28865432880343583 1.282764213110874 30.0 19.2788
328 None g 350.056102 20.491691513093283 9.169171965756473e-10 2.3468426515385296e-09 350.0560723 20.491705013093284 0.1215195169566283 0.09092833221366838 0.11770418965797906 0.6040997298144996 12.0 19.2576
329 None r 350.05614855 20.304037047111002 1.8921730223669797e-09 1.4600180219656026e-09 350.0560723 20.304036647111005 0.3078619583827266 0.27450377714864677 0.30983507242518443 1.6032034254045748 14.0 19.1198
330 None g 260.6013335 31.383336374809293 1.4007876474058743e-09 6.904650735230034e-10 260.6012722 31.383398174809294 0.31144633569934427 0.3133640260858138 0.31410799198057365 1.5300226469150628 17.0 19.349
333 None g 312.2100582 28.45838878960916 2.399936299462766e-09 2.3188551619060793e-09 312.2100603 28.45846388960916 0.2881461834678342 0.26937623948677053 0.28838297812873354 1.303691335427186 47.0 19.4413
342 None g 78.0085393 -0.9182915932145591 1.2027677272188132e-09 2.543889678029216e-09 78.0084796 -0.9182015932145592 0.3439425567392886 0.3637934930748165 0.34391814789750763 1.483329871834668 33.0 19.106
343 None r 78.00850035 -1.0238665582751898 1.3607683511163703e-09 4.505681996428189e-10 78.0085266 -1.0237866082751899 0.31002468387565973 0.312186325122516 0.30891134920517405 1.3768416494746905 34.0 18.8293
345 "SN Ia" g 334.253401 30.657147805064028 2.532182025006241e-10 8.6230588241765e-11 334.253423 30.657222855064028 0.11709147360422097 0.12380977825415974 0.1189295103248394 1.0637378784684157 18.0 17.3442
347 None g 67.97733215 -2.9794550754465243 3.440895446437011e-09 3.084142584619427e-09 67.9773919 -2.9794090254465244 0.30812401506684545 0.27157138731529684 0.2994628844570405 1.4155416161586087 26.0 19.4981
348 None g 64.1094404 -3.4876868363656195 1.9021543274311308e-09 1.929854795321972e-09 64.1094398 -3.4876365363656197 0.1790754682177109 0.18109288224465087 0.1730177559237852 0.811431914088622 19.0 19.3371
351 AGN g 359.44709965 -20.022404780000073 2.3534387776681713e-09 3.2564248888890425e-09 359.4471145 -20.022451330000074 0.20189497455484312 0.17590061968557794 0.20992635005311727 1.028834624269821 10.0 19.452
352 "SN Ia" r 124.60274770000001 7.697922281631985 1.1119241053408226e-09 8.901823947367589e-10 124.6027558 7.6978937816319855 0.08531239142593079 0.11050358183047411 0.08239238858047597 0.3871867848660031 20.0 18.1884
353 "SN Ia" g 34.38122305 10.893790510107962 2.1448423333274267e-09 2.8623195555599792e-09 34.3811355 10.893841710107962 0.4641110352164407 0.3764479995947866 0.4465901898787004 2.1432133974345886 10.0 18.9313
354 "SN Ia" r 34.3812409 11.384297728504876 2.2744714284759444e-10 6.483834761922914e-10 34.3811355 11.384343828504875 0.4044417544012237 0.41414663490752895 0.4033624067684674 1.9595457751648622 21.0 18.8711
355 "SN Ia" g 0.6903418 45.20137338878065 1.6005248538011117e-09 5.891591812685607e-10 0.69029 45.20139428878065 0.3186555605801839 0.29869545158908056 0.31458858321614713 1.704693608273853 19.0 19.0914
356 "SN Ia" r 0.690343 45.571134519143456 7.00266025640712e-10 8.433619231227789e-10 0.69029 45.571155719143455 0.2243740021630286 0.20549788903925956 0.22461714805921834 1.217156111295261 13.0 18.967
359 "SN Ia" g 357.74359385 21.217033272540014 1.4535214912073485e-09 1.1724399497406997e-09 357.7435288 21.217031622540013 0.2562812534232518 0.2577401389490092 0.2652310309789524 1.352920341766781 62.0 18.8317
360 "SN Ia" r 357.7435807 20.83467288839939 1.3015975884829859e-09 8.923043971591875e-10 357.7436248 20.83469443839939 0.0896126490101124 0.15428215725741645 0.08818730886762427 0.49466946894979524 48.0 18.8357
